aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name,display_name,search_method
"","Jawa Timur","Situbondo","Kapongan","Kapongan, Situbondo, Jawa Timur, Jawa, 68362, Indonesia",""
"","Lampung","Metro","Metro Utara","TPU Samber Park Metro, Imopuro, Metro, Lampung, Sumatera, Indonesia","without_Utara"
"","Jambi","Muaro Jambi","","Muaro Jambi, Jambi, Sumatera, Indonesia",""
"","Jawa Barat","Ciamis","Lakbok","Lakbok, Ciamis, Jawa Barat, Jawa, 46385, Indonesia",""
"","Sulawesi Selatan","Gowa","Barombong","Barombong, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Aceh","Lhokseumawe","Banda Sakti","SDN 6 Banda Sakti, Jalan Samudera, Lancang Garam, Lhokseumawe, Aceh, Sumatera, 24351, Indonesia",""
"","Jawa Barat","Sumedang","Cibugel","Cibugel, Sumedang, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Subang","Cisalak","Kecamatan Cisalak, Jalan Cagak - Batas Subang/Sumedang (Cikaramas), Gardusayang, Subang, Jawa Barat, Jawa, Indonesia",""
"","Bali","Klungkung","Banjarankan","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Banjarankan%2C+Klungkung%2C+Bali","not_found"
"","Sulawesi Barat","Polewali Mandar","Mapilli","Mapilli, Bonne-bonne, Polewali Mandar, Sulawesi Barat, Sulawesi, Indonesia",""
"","Jawa Tengah","Banjarnegara","Karang Kobar","Karangkobar, Banjarnegara, Jawa Tengah, Jawa, Indonesia","joined"
"","Jawa Tengah","Semarang","Tembalang","Tembalang, Kota Semarang, Jawa Tengah, Jawa, 50275, Indonesia",""
"","Sulawesi Utara","Minahasa","Langowan Selatan","Masjid Baiturrahman Langowan, Jalan Masjid, Sumarayar, Minahasa, Sulawesi Utara, Sulawesi, Indonesia","without_Selatan"
"","Jambi","Sarolangun","","Sarolangun, Jambi, Sumatera, 37481, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Cileunyi","Jawa Barat, Jalan Raya Cibiru, Cipadung Kidul, Panyileukan, Cinunuk, Kabupaten Bandung, Jawa Barat, Jawa, 40626, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Tarumajaya","Jalan Tarumajaya, Kebalen, Kab Bekasi, Jawa Barat, Jawa, 17215, Indonesia",""
"","Jawa Barat","Bekasi Kota","Mustikajaya","Mustikajaya, Bekasi, Jawa Barat, Jawa, 17158, Indonesia",""
"","Jawa Timur","Gresik","Cerme","Cerme, Jalan Tol Krian–Legundi–Bunder–Manyar, Cerme Kidul, Gresik, Jawa Timur, Jawa, 61171, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Padalarang","Padalarang, Jalan Cihaliwung, Margajaya, Bandung Barat, Jawa Barat, Jawa, 40553, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Cilengkrang","Cilengkrang, Kabupaten Bandung, Jawa Barat, Jawa, 40169, Indonesia",""
"","Sulawesi Selatan","Gowa","Pallangga","Pallangga, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Tengah","Klaten","Gantiwarno","Gantiwarno, Klaten, Jawa Tengah, Jawa, 57452, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Turi","Turi, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55551, Indonesia",""
"","Nusa Tenggara Barat","Lombok Utara","","Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Jawa Barat","Bandung Barat","Cipongkor","DUSUN CIGULING DESA CINTA ASIH KC. CIPONGKOR KAB. BANDUNG BARAT, Bandung Barat, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Sragen","Masaran","Masaran, Jalan Raya Solo - Ngawi, Krikilan, Sragen, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Kepung","Kepung, Kabupaten Kediri, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Bangkalan","Bangkalan","Bangkalan, Jawa Timur, Jawa, 69116, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Solokan Jeruk","Solokanjeruk, Kabupaten Bandung, Jawa Barat, Jawa, 40382, Indonesia","joined"
"","Jawa Tengah","Wonogiri","Giritontro","Giritontro, Wonogiri, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Tengah","Jepara","","Jepara, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Cirebon","Talun","Talun, Cirebon, Jawa Barat 45171, Sampiran, Kabupaten Cirebon, Jawa Barat, Jawa, 45171, Indonesia",""
"","Jawa Timur","Mojokerto","Ngoro","Ngoro, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Lampung","Pesawaran","","Pesawaran, Lampung, Sumatera, Indonesia",""
"","Jawa Timur","Malang","Wagir","Wagir, Kabupaten Malang, Jawa Timur, Jawa, 65158, Indonesia",""
"","Aceh","Aceh Besar","Blang Bintang","Blang Bintang, Aceh Besar, Aceh, Sumatera, Indonesia",""
"","Jawa Timur","Sidoarjo","Tulangan","Tulangan, Jalan Masjid Sudimoro Utara, Grogol, Tulangan, Sidoarjo, Jawa Timur, Jawa, 61224, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Kasihan","Kasihan, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Kiaracondong","Kiaracondong, Jalan H. Ibrahim Adjie, Kebonjayanti, Kiaracondong, Kota Bandung, Jawa Barat, Jawa, 40283, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Selatan","Setiabudi","Setiabudi, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Sragen","Kedawung","Kedawung, Sragen, Jawa Tengah, Jawa, 57222, Indonesia",""
"","Jawa Barat","Bekasi Kota","Bantargebang","Bantargebang, Bekasi, Jawa Barat, Jawa, 17151, Indonesia",""
"","Jawa Timur","Pasuruan Kabupaten","Bangil","Bangil, Jalan Leci, Bangil, Pasuruan, Jawa Timur, Jawa, 67153, Indonesia",""
"","Bali","Badung","Abiansemal","Abiansemal, Badung, Bali, Nusa Tenggara, 80352, Indonesia",""
"","Kalimantan Barat","Pontianak","Pontianak Selatan","Airy Pontianak Selatan Imam Bonjol 89, 89, Jalan Imam Bonjol, Benua Melayu Darat, Pontianak, Kalimantan Barat, 78243, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Buahbatu","Buahbatu, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Lamongan","Kalitengah","Kalitengah, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Blitar Kabupaten","Selorejo","Selorejo, Blitar, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang","Cisauk","Cisauk, Jalan Raya Cisauk, Sampora, Cisauk, Kabupaten Tangerang, Banten, Jawa, 15344, Indonesia",""
"","Kalimantan Selatan","Barito Kuala","Banjarmasin Utara","Universitas Islam Kalimantan Muhammad Arsyad Al Banjari, Jalan Citroen 4, Berangas Timur, Barito Kuala, Kalimantan Selatan, 70582, Indonesia","without_Utara"
"","Jawa Tengah","Kudus","Gebog","Gebog, Kudus, Jawa Tengah, Jawa, 59354, Indonesia",""
"","Nusa Tenggara Barat","Sumbawa Barat","Taliwang","Taliwang, Sumbawa Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Jawa Tengah","Boyolali","Wonosegoro","Wonosegoro, Boyolali, Jawa Tengah, Jawa, 57382, Indonesia",""
"","Sulawesi Utara","Bolaang Mongondow","Sangtombolang","Sangtombolang, Bolaang Mongondow Selatan, Sulawesi Utara, Sulawesi, Indonesia",""
"","Lampung","Way Kanan","Banjit","Pasir Banjit, Way Kanan, Lampung, Sumatera, 34766, Indonesia",""
"","Lampung","Lampung Tengah","","Lampung Tengah, Lampung, Sumatera, Indonesia",""
"","Jawa Timur","Banyuwangi","Siliragung","Siliragung, Banyuwangi, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Batang","Banyuputih","Banyuputih, Batang, Jawa Tengah, Jawa, 51282, Indonesia",""
"","Sumatera Utara","Padangsidimpuan","Padangsidimpuan Utara","Padang Sidempuan, Padangsidimpuan, Sumatera Utara, Sumatera, Indonesia",""
"","Banten","Tangerang Kota","Karawaci","Karawaci, Tangerang, Banten, Jawa, Indonesia",""
"","Sumatera Utara","Medan","Medan Baru","Medan Baru, Kota Medan, Sumatera Utara, Sumatera, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Bojongloa Kaler","Bojongloa Kaler, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Karawang","Ciampel","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Ciampel%2C+Karawang%2C+Jawa+Barat","not_found"
"","Jawa Tengah","Klaten","Ngawen","Ngawen, Klaten, Jawa Tengah, Jawa, 57475, Indonesia",""
"","Jawa Barat","Bekasi Kabupaten","Tambun Selatan","Jl. Raya Jatimulya, Jatimulya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510, Perum. Jatimulya Bekasi, Jatimulya, Bekasi, Kab Bekasi, Jawa Barat, Jawa, 17510, Indonesia",""
"","Jambi","Jambi","Jelutung","Jelutung, Jambi, Danau Sipin, Jambi, Sumatera, 36132, Indonesia",""
"","Jawa Timur","Mojokerto Kota","Magersari","Magersari, Kota Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Bojonegoro","Bojonegoro","Bojonegoro, Jalan Gajah Mada, Sukorejo, Bojonegoro, Jawa Timur, Jawa, 62118, Indonesia",""
"","Jawa Timur","Sumenep","Manding","Manding, Sumenep, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Banjarnegara","Batur","Batur, Banjarnegara, Jawa Tengah, Jawa, 53456, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","","Bogor, Jawa Barat, Jawa, Indonesia",""
"","Banten","Tangerang Kabupaten","Kemiri","Kemiri, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Setu","Setu, Kab Bekasi, Jawa Barat, Jawa, 17320, Indonesia",""
"","Jawa Tengah","Kudus","Bae","Bae, Kudus, Jawa Tengah, Jawa, 59321, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Candimulyo","Candimulyo, Magelang, Jawa Tengah, Jawa, 56125, Indonesia",""
"JABODETABEK","Banten","Tangerang Kota","Jati Uwung","Jatiuwung, Tangerang, Banten, Jawa, Indonesia","joined"
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Cariu","Cariu, Kab Bogor, Jawa Barat, Jawa, 16840, Indonesia",""
"","Sumatera Utara","Medan","","Kota Medan, Sumatera Utara, Sumatera, Indonesia",""
"","Riau","Kuantan Singingi","Hulu Kuantan","Hulu Kuantan, Kuantan Singingi, Riau, Sumatera, Indonesia",""
"","Jawa Tengah","Grobogan","Tegowanu","Tegowanu, Grobogan, Jawa Tengah, Jawa, 58165, Indonesia",""
"","Jawa Timur","Bojonegoro","Kapas","Kapas, Jalan Babat-Bts. Kota Bojonegoro, Kapas, Bojonegoro, Jawa Timur, Jawa, 62181, Indonesia",""
"JABODETABEK","Banten","Tangerang","Tangerang","Tangerang, Jalan Kiasnawi, Sukarasa, Tangerang, Banten, Jawa, 15520, Indonesia",""
"","Sumatera Utara","Asahan","Buntu Pane","Buntu Pane, Asahan, Sumatera Utara, Sumatera, Indonesia",""
"","Sulawesi Utara","Minahasa","Kakas","GEREJA KATOLIK ST, IGNATIUS KAKAS, Jalan Raya Unima, Paslaten, Minahasa, Sulawesi Utara, Sulawesi, Indonesia",""
"","Jawa Timur","Nganjuk","Lengkong","Lengkong, Nganjuk, Jawa Timur, Jawa, 63131, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Barat","Cililin","Cililin, Bandung Barat, Jawa Barat, Jawa, 40767, Indonesia",""
"","DKI Jakarta","Jakarta","Pasar Minggu","Pasar Minggu, Jalan Pasar Minggu Raya, RW 07, Pejaten Timur, Pasar Minggu, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 13530, Indonesia",""
"","Kalimantan Utara","Malinau","Malinau Kota","SPP Malinau Utara, Jalan Trans Kalimantan, Malinau Kota, Malinau, 77554, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Selatan","Tebet","Tebet, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Kota","Pinang","Pinang, Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Gunung Sindur","Gunung Sindur, Kab Bogor, Jawa Barat, Jawa, 15314, Indonesia",""
"","Jawa Tengah","Pekalongan Kabupaten","Wiradesa","Wiradesa, Pekalongan, Jawa Tengah, Jawa, 51139, Indonesia",""
"","Sulawesi Utara","Minahasa","Mandolang","Kentur Mandolang, Kalasey Dua, Minahasa, Sulawesi Utara, Sulawesi, Indonesia",""
"","Jawa Tengah","Surakarta","Serengan","Serengan, Surakarta, Kecamatan Serengan, Jawa Tengah, Jawa, 57156, Indonesia",""
"","Sulawesi Utara","Manado","Wenang","Wenang Utara, Manado, Sulawesi Utara, Sulawesi, 95111, Indonesia",""
"","Jawa Timur","Ngawi","Karanganyar","Karanganyar, Ngawi, Jawa Timur, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","","Jawa Barat, Jalan Raya Cibiru, Cipadung Kidul, Panyileukan, Cinunuk, Kabupaten Bandung, Jawa Barat, Jawa, 40626, Indonesia",""
"","Jawa Barat","Subang","Cibogo","Cibogo, Subang, Jawa Barat, Jawa, 41285, Indonesia",""
"","Jawa Tengah","Boyolali","Banyudono","Banyudono, Boyolali, Jawa Tengah, Jawa, 57373, Indonesia",""
"","Jawa Barat","Cirebon Kota","Harjamukti","Harjamukti, Kota Cirebon, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Salam","Salam, Magelang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kota","Andir","Andir, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Jember","Kalisat","Kalisat, Jalan Garuda, Kalisat, Jember, Jawa Timur, Jawa, 68193, Indonesia",""
"","Aceh","Simeulue","","Simeulue, Aceh, Sumatera, 23891, Indonesia",""
"","Jawa Timur","Lamongan","Turi","Turi, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Pangandaran","Langkaplancar","Langkaplancar, Pangandaran, Jawa Barat, Jawa, 46392, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Srumbung","Srumbung, Magelang, Jawa Tengah, Jawa, Indonesia",""
"","Aceh","Bireuen","Makmur","Makmur, Bireuen, Aceh, Sumatera, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Tanah Sereal","Tanah Sareal, Bogor, Jawa Barat, Jawa, Indonesia",""
"","Lampung","Lampung Barat","Pagar Dewa","Pagar Dewa, Lampung Barat, Lampung, Sumatera, Indonesia",""
"","Jawa Timur","Bondowoso","Jambesari Darus Sholah","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Jambesari+Darus+Sholah%2C+Bondowoso%2C+Jawa+Timur","not_found"
"","Jawa Tengah","Wonogiri","Pracimantoro","Pracimantoro, Wonogiri, Jawa Tengah, Jawa, 57664, Indonesia",""
"","Jawa Tengah","Kudus","","Kudus, Jawa Tengah, Jawa, 59318, Indonesia",""
"","Jawa Timur","Sumenep","","Sumenep, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Sukoharjo","Baki","Baki, Sukoharjo, Jawa Tengah, Jawa, 57556, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kota","Bogor Tengah","Bogor Tengah, Bogor, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Surabaya","Dukuh Pakis","Dukuh Pakis, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, Indonesia",""
"","Bali","Badung","Kuta Utara","Kuta Utara, Badung, Bali, Nusa Tenggara, Indonesia",""
"","Jawa Timur","Gresik","Kedamean","Kedamean, Gresik, Jawa Timur, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Pakem","Pakem, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55582, Indonesia",""
"","Jawa Timur","Probolinggo Kota","Mayangan","Mayangan, Kota Probolinggo, Jawa Timur, Jawa, 67218, Indonesia",""
"","Jawa Timur","Jombang","Peterongan","Peterongan, Jalan Brawijaya, Peterongan, Jombang, Jawa Timur, Jawa, 61481, Indonesia",""
"","Jawa Barat","Bekasi Kabupaten","Sukatani","Kali Irigasi Sukatani Kp.Galian, Pantai Harapan Jaya, Kab Bekasi, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Ngawi","Widodaren","Widodaren, Ngawi, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Pelabuhan Ratu","Palabuhanratu, Kab Sukabumi, Jawa Barat, Jawa, 43364, Indonesia",""
"","Jawa Timur","Magetan","Maospati","Maospati, Magetan, Jawa Timur, Jawa, 63395, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Tuntang","Tuntang, 20, Petet, Tuntang, Kabupaten Semarang, Jawa Tengah, Jawa, 13245, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Wates","Wates, Pagu, Kabupaten Kediri, Jawa Timur, Jawa, 64183, Indonesia",""
"","Bengkulu","Bengkulu","Ratu Samban","Ratu Samban, Bengkulu, Sumatera, 38228, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Kebonpedes","Kebonpedes, Kab Sukabumi, Jawa Barat, Jawa, 43165, Indonesia",""
"","Banten","Tangerang","Serpong Utara","Serpong Utara, Tangerang Selatan, Banten, Jawa, Indonesia",""
"","Jawa Timur","Ponorogo","Slahung","Slahung, Ponorogo, Jawa Timur, Jawa, Indonesia",""
"","Lampung","Lampung Timur","Waway Karya","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Waway+Karya%2C+Lampung+Timur%2C+Lampung","not_found"
"","Sulawesi Utara","Minahasa","Pineleng","Pineleng Dua, Minahasa, Sulawesi Utara, Sulawesi, 95119, Indonesia",""
"JABODETABEK","Banten","Tangerang","Jati Uwung","Jatiuwung, Tangerang, Banten, Jawa, Indonesia","joined"
"","Sulawesi Selatan","Maros","Mandai","Mandai, Jalan Ujunge, Takkalasi, Temappadduae, Maros, Marumpa, Sulawesi Selatan, Sulawesi, 90552, Indonesia",""
"","Jawa Timur","Gresik","Sangkapura","Sangkapura, Gresik, Jawa Timur, Jawa, 61181, Indonesia",""
"","Nusa Tenggara Timur","Flores Timur","Tanjung Bunga","Tanjung Bunga, Flores Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Grogol","Grogol, Kabupaten Kediri, Jawa Timur, Jawa, 64151, Indonesia",""
"","Jawa Barat","Karawang","Lemahabang","Lemahabang, Karawang, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Banjarnegara","Rakit","Rakit, Banjarnegara, Jawa Tengah, Jawa, 53463, Indonesia",""
"","Sulawesi Utara","Manado","Singkil","Singkil Dua, Manado, Sulawesi Utara, Sulawesi, 95252, Indonesia",""
"","Jawa Tengah","Cilacap","Cimanggu","Cimanggu, Cilacap, Jawa Tengah, Jawa, 53256, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Cigombong","Cigombong, Kab Bogor, Jawa Barat, Jawa, 16110, Indonesia",""
"","Jawa Timur","Ngawi","Pangkur","Pangkur, Ngawi, Jawa Timur, Jawa, 63218, Indonesia",""
"","Sumatera Utara","Tanjungbalai","Tanjungbalai Selatan","Tanjungbalai Waterfront City, Tanjungbalai, Kota Tanjung Balai, Sumatera Utara, Sumatera, Indonesia","without_Selatan"
"","Jawa Timur","Sidoarjo","Waru","Waru, Sidoarjo, Jawa Timur, Jawa, 61256, Indonesia",""
"","Jawa Timur","Surabaya","Benowo","Benowo, Jalan Stasiun Benowo, RW 04, Benowo, Pakal, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, 60195, Indonesia",""
"","Jawa Barat","Subang","Tambakdahan","Tambakdahan, Subang, Jawa Barat, Jawa, 41253, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Sedayu","Sedayu, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Karangploso","Karangploso, Kabupaten Malang, Jawa Timur, Jawa, 65152, Indonesia",""
"","Jawa Barat","Depok","Cimanggis","Cimanggis, Jalan Tol Jakarta–Bogor–Ciawi, Kelurahan Leuwinanggung, Kecamatan Tapos, Depok, Jawa Barat, Jawa, 16963, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Rumpin","Rumpin, Kab Bogor, Jawa Barat, Jawa, 16120, Indonesia",""
"JABODETABEK","Banten","Tangerang","Larangan","Larangan, Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Tengah","Surakarta","Jebres","Jebres, Surakarta, Jawa Tengah, Jawa, 57126, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Cangkuang","Cangkuang, Kabupaten Bandung, Jawa Barat, Jawa, 40311, Indonesia",""
"","Banten","Tangerang Kabupaten","Rajeg","Rajeg, Kabupaten Tangerang, Banten, Jawa, 15540, Indonesia",""
"","Sumatera Utara","Medan","Medan Amplas","Medan Amplas, Kota Medan, Sumatera Utara, Sumatera, Indonesia",""
"","Jawa Timur","Mojokerto","Magersari","Magersari, Kota Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Temanggung","Bulu","Bulu, Temanggung, Jawa Tengah, Jawa, 56254, Indonesia",""
"","Banten","Pandeglang","Karangtanjung","SMP NEGERI 1 KARANGTANJUNG, Jalan Raya Serang - Pandeglang, RT 02, RW 13, Cigadung, Pandeglang, Banten, Jawa, 42211, Indonesia",""
"","Banten","Pandeglang","Cikeusik","Cikeusik, Pandeglang, Banten, Jawa, 42286, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Palmerah","Palmerah, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Barat","Tasikmalaya Kota","Taman Sari","Jalan Taman Sari Indah, Sukahurip, Tamansari, Tasikmalaya, Jawa Barat, Jawa, 46146, Indonesia",""
"","Papua Barat Daya","Sorong","Sorong Utara","Kantor Distrik Sorong Utara, Jalan F. Kalasuat, Malanu, Sorong, Papua Barat Daya, Western New Guinea, 98413, Indonesia",""
"","Nusa Tenggara Timur","Manggarai Barat","","Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Pademangan","Pademangan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Sumatera Utara","Serdang Bedagai","Sipispis","Sipispis, Serdang Bedagai, Sumatera Utara, Sumatera, Indonesia",""
"","Kalimantan Barat","Singkawang","Singkawang Barat","Singkawang Barat, Singkawang, Kalimantan Barat, 78123, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","","Bekasi, Jalan Insinyur Haji Juanda, Proyek, Margajaya, Bekasi, Jawa Barat, Jawa, 17141, Indonesia",""
"","Sulawesi Selatan","Jeneponto","Binamu","Tamansari Binamu, Jeneponto, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Kalimantan Utara","Bulungan","Tanjung Selor","PMI Provinsi Kalimantan Utara, Jalan Nuri, Tanjung Selor Hilir, Bulungan, 77212, Indonesia",""
"","Kalimantan Barat","Pontianak Kabupaten","Sungai Kunyit","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Sungai+Kunyit%2C+Pontianak+Kabupaten%2C+Kalimantan+Barat","not_found"
"","Jawa Timur","Mojokerto","Trawas","Trawas, Mojokerto, Jawa Timur, Jawa, 61374, Indonesia",""
"","Sulawesi Utara","Tomohon","Tomohon Barat","Universitas Sariputra Indonesia Tomohon, Jalan Lingkar Barat, Kinilow Satu, Tomohon, Sulawesi Utara, Sulawesi, 95415, Indonesia",""
"","Jawa Timur","Bojonegoro","Temayang","Temayang, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"","Maluku","Maluku Tengah","Salahutu","Salahutu, Maluku Tengah, Maluku, Indonesia",""
"","DKI Jakarta","Jakarta Pusat","Gambir","Gambir, Jalan Medan Merdeka Timur, RW 02, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10110, Indonesia",""
"","Jawa Timur","Kediri","Gurah","Gurah, Kabupaten Kediri, Jawa Timur, Jawa, 64181, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","Jatiasih","Jatiasih, Bekasi, Jawa Barat, Jawa, 17424, Indonesia",""
"","Jawa Tengah","Batang","Batang","Batang, Jalan Raya Batang - Weleri, Sambong, Batang, Jawa Tengah, Jawa, 51215, Indonesia",""
"","Lampung","Pesawaran","Gedung Tataan","Kantor Pos Gedung Tataan, Jalan Ahmad Yani, Wiyono, Pesawaran, Lampung, Sumatera, 35371, Indonesia",""
"","Lampung","Pringsewu","Pagelaran","Pagelaran, Pringsewu, Lampung, Sumatera, Indonesia",""
"","Jawa Tengah","Klaten","Pedan","Pedan, Klaten, Jawa Tengah, Jawa, 57468, Indonesia",""
"","Sumatera Utara","Deli Serdang","Sibolangit","Sibolangit, Bandar Baru, Deli Serdang, Sumatera Utara, Sumatera, 20357, Indonesia",""
"","Bali","Bangli","Kintamani","Kintamani, Bangli, Bali, Nusa Tenggara, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Tegalrejo","Tegalrejo, Magelang, Jawa Tengah, Jawa, 56193, Indonesia",""
"","Jawa Barat","Kuningan","Kuningan","Kuningan, Jawa Barat, Jawa, 45511, Indonesia",""
