aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name
"",Lampung,Bandar Lampung,Teluk Betung Selatan
"",Jawa Tengah,Tegal Kota,Tegal Timur
"",Bali,Klungkung,Dawan
"",Nusa Tenggara Barat,Lombok Timur,Jerowaru
"",Jawa Timur,Mojokerto,Bangsal
"",Nusa Tenggara Timur,Sikka,Alok Timur
"",Jawa Barat,Cianjur,Haurwangi
"",Sulawesi Selatan,Maros,Tanralili
"",Jawa Timur,Blitar Kabupaten,Kras
"",Jawa Timur,Malang,Ngantang
"",Sulawesi Utara,Minahasa Tenggara,Tombatu Utara
"",Jawa Barat,Karawang,Batujaya
"",Jawa Barat,Kuningan,Cimahi
"",Jawa Tengah,Wonogiri,Slogohimo
"",Lampung,Tanggamus,Gisting
"",Sumatera Barat,Solok,Tanjung Harapan
"",Lampung,Lampung Barat,Sukau
"",Nusa Tenggara Barat,Lombok Timur,""
"",Sulawesi Tenggara,Bau-Bau,Betoambari
"",Jawa Timur,Mojokerto,Dawar Blandong
Bandung Raya,Jawa Barat,Cimahi,Cimahi Utara
JABODETABEK,Jawa Barat,Depok,Cimanggis
"",Sumatera Utara,Medan,Medan Kota
"",Jawa Timur,Batu,Bumiaji
JABODETABEK,Banten,Tangerang Kabupaten,Kresek
"",Jawa Tengah,Karanganyar,Matesih
"",Nusa Tenggara Timur,Kupang,""
Bandung Raya,Jawa Barat,Bandung,Ngamprah
"",Nusa Tenggara Barat,Lombok Timur,Sembalun
"",Jawa Tengah,Banyumas,Kalibagor
"",Nusa Tenggara Timur,Malaka,Malaka Barat
JABODETABEK,Banten,Tangerang,Cipondoh
"",Bali,Karangasem,Rendang
"",Jawa Timur,Jember,Bangsalsari
"",Jawa Timur,Pasuruan Kabupaten,Wonorejo
"",Nusa Tenggara Barat,Lombok Timur,Sakra
JABODETABEK,DKI Jakarta,Jakarta,Matraman
"",Jawa Tengah,Magelang,Magelang Selatan
JABODETABEK,DKI Jakarta,Jakarta,Makasar
"",Maluku,Maluku Tenggara Barat,Tanimbar Selatan
"",Jawa Tengah,Pemalang,""
"",Jawa Tengah,Kudus,Kota
"",Sulawesi Utara,Tomohon,Tomohon Selatan
JABODETABEK,DKI Jakarta,Jakarta,Pulogadung
"",Jawa Barat,Tasikmalaya Kabupaten,Manonjaya
"",Jawa Timur,Kediri Kabupaten,Purwoasri
"",Jawa Barat,Tasikmalaya Kabupaten,Sukaratu
"",Jawa Tengah,Temanggung,Ngadirejo
"",Jawa Tengah,Klaten,Karanganom
"",Banten,Tangerang Kabupaten,Cisauk
Bandung Raya,Jawa Barat,Bandung Kabupaten,Cangkuang
JABODETABEK,DKI Jakarta,Jakarta,Kebayoran Baru
JABODETABEK,Jawa Barat,Bekasi,""
"",Jawa Barat,Bandung Kabupaten,Pangalengan
"",Jawa Timur,Blitar Kabupaten,Gandusari
"",Jawa Tengah,Sukoharjo,Sukoharjo
JABODETABEK,Banten,Tangerang Kota,Batuceper
"",Sumatera Barat,Bukittinggi,Mandiangin Koto Selayan
Bandung Raya,Jawa Barat,Bandung,Cibeunying Kidul
"",Jawa Tengah,Kudus,Jekulo
"",Jawa Timur,Lamongan,Sekaran
"",Jawa Timur,Probolinggo Kabupaten,Bantaran
"",Jawa Timur,Bangkalan,Socah
"",Jawa Tengah,Wonosobo,Kejajar
"",Sumatera Selatan,Lubuklinggau,Lubuk Linggau Selatan I
"",Sumatera Utara,Mandailing Natal,Kotanopan
"",Sumatera Utara,Tapanuli Tengah,Pandan
"",Jawa Timur,Ponorogo,Sambit
"",Bengkulu,Bengkulu Tengah,Talang Empat
"",Jawa Timur,Mojokerto,Kutorejo
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Cikarang Timur
"",Jawa Timur,Pasuruan Kabupaten,Purwosari
"",Jawa Barat,Bandung Kota,Gedebage
"",Jawa Barat,Purwakarta,Purwakarta
JABODETABEK,DKI Jakarta,Jakarta Timur,Kramatjati
JABODETABEK,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
"",Banten,Tangerang Kota,Neglasari
"",Jawa Timur,Kediri Kabupaten,Badas
"",Jawa Tengah,Tegal Kabupaten,Dukuhturi
"",Jawa Tengah,Semarang Kabupaten,Getasan
"",Sumatera Selatan,Palembang,Ilir Barat I
"",Jawa Tengah,Temanggung,Pringsurat
"",Jawa Timur,Banyuwangi,Bangorejo
"",Nusa Tenggara Barat,Lombok Barat,Lingsar
"",Jawa Tengah,Semarang Kabupaten,Pabelan
"",Kalimantan Selatan,Tabalong,Murung Pudak
"",Gorontalo,Gorontalo Utara,Kwandang
"",Kalimantan Selatan,Banjar,Mataraman
"",Jawa Tengah,Wonogiri,""
"",Jawa Barat,Cirebon Kota,Pekalipan
"",Jawa Tengah,Blora,Kedungtuban
"",Sulawesi Selatan,Pangkajene Dan Kepulauan,Mandalle
"",Jawa Timur,Bojonegoro,Trucuk
"",Jawa Barat,Cianjur,Ciranjang
"",Jawa Timur,Jombang,Tembelang
"",Jawa Barat,Tasikmalaya Kabupaten,Ciawi
JABODETABEK,DKI Jakarta,Jakarta,Koja
"",Sumatera Utara,Deli Serdang,Kutalimbaru
"",Sumatera Selatan,Lahat,Pulau Pinang
"",Jawa Tengah,Semarang,Mijen
"",Sulawesi Tengah,Palu,""
"",Jawa Barat,Tasikmalaya Kabupaten,Salawu
"",Jawa Tengah,Klaten,Prambanan
"",Jawa Tengah,Klaten,Manisrenggo
Bandung Raya,Jawa Barat,Bandung Barat,Cisarua
"",Jawa Barat,Bekasi Kota,Pondokmelati
"",Jawa Timur,Surabaya,Jambangan
"",Jawa Barat,Garut,Tarogong Kidul
"",Daerah Istimewa Yogyakarta,Yogyakarta,Ngampilan
JABODETABEK,DKI Jakarta,Jakarta Timur,Pulo Gadung
"",Jawa Tengah,Purworejo,Bener
"",Jawa Tengah,Sragen,Ngampal
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Cikarang Utara
"",Jawa Barat,Cirebon Kabupaten,Klangenan
"",Jawa Tengah,Jepara,Tahunan
"",Lampung,Pesawaran,Negeri Katon
"",Jawa Tengah,Banjarnegara,Purwanegara
"",Lampung,Mesuji,Panca Jaya
"",Sumatera Utara,Serdang Bedagai,Serba Jadi
"",Papua Barat Daya,Maybrat,Aifat
"",Jawa Timur,Ngawi,Jogorogo
"",Jawa Barat,Tasikmalaya Kabupaten,Cisayong
"",Jawa Tengah,Jepara,Karimunjawa
"",Jawa Timur,Tulungagung,Bandung
"",Kalimantan Tengah,Barito Timur,Paku
"",Jawa Barat,Sukabumi Kabupaten,Kabandungan
"",Jawa Tengah,Karanganyar,Jaten
"",Daerah Istimewa Yogyakarta,Yogyakarta,Tegalrejo
JABODETABEK,Jawa Barat,Bogor Kabupaten,Tenjolaya
Bandung Raya,Jawa Barat,Bandung Kabupaten,Pacet
"",Jawa Barat,Garut,Pamulihan
JABODETABEK,DKI Jakarta,Jakarta,Cengkareng
"",Sumatera Utara,Deli Serdang,Batang Kuis
JABODETABEK,Jawa Barat,Bogor Kabupaten,Sukamakmur
"",Sumatera Utara,Deli Serdang,Tanjung Morawa
"",Jawa Tengah,Karanganyar,Jatipuro
"",Jawa Timur,Mojokerto,Dlanggu
"",Jawa Timur,Kediri Kabupaten,Banyakan
"",Jawa Tengah,Cilacap,Jeruklegi
"",Jawa Timur,Jember,Arjasa
"",Jawa Tengah,Banjarnegara,Sigaluh
"",Jawa Tengah,Brebes,Tanjung
"",Kalimantan Timur,Samarinda,Palaran
"",Jawa Timur,Bondowoso,Tapen
"",Kalimantan Barat,Ketapang,Muara Pawan
"",Jawa Tengah,Cilacap,Dayeuhluhur
"",Jawa Tengah,Blora,Blora
"",Sulawesi Utara,Tomohon,Tomohon Utara
"",Aceh,Bener Meriah,Gajah Putih
JABODETABEK,DKI Jakarta,Jakarta Utara,Cilincing
"",Banten,Tangerang Kabupaten,Pagedangan
"",Jawa Timur,Malang Kabupaten,Pagelaran
JABODETABEK,Banten,Tangerang Selatan,Pondok Aren
Bandung Raya,Jawa Barat,Bandung Kota,Batununggal
"",Jawa Barat,Bogor Kabupaten,Jasinga
"",Jawa Barat,Cirebon Kota,Kesambi
"",Jawa Barat,Sumedang,Sumedang Selatan
"",Jawa Timur,Madiun Kabupaten,Dagangan
"",Jawa Timur,Nganjuk,Rejoso
"",Jawa Tengah,Brebes,Brebes
JABODETABEK,DKI Jakarta,Jakarta Timur,Kramat Jati
"",Jawa Barat,Cirebon Kabupaten,Plumbon
"",Banten,Cilegon,Cibeber
Bandung Raya,Jawa Barat,Bandung Kota,Regol
"",Jawa Timur,Pasuruan Kabupaten,Lekok
"",Banten,Pandeglang,Carita
"",Jawa Timur,Sidoarjo,Tarik
"",Aceh,Aceh Besar,Krueng Barona Jaya
"",Banten,Lebak,Kalanganyar
"",Jawa Barat,Subang,Kasomalang
"",Sulawesi Selatan,Luwu Timur,Angkona
"",Jawa Barat,Sukabumi Kabupaten,Waluran
"",Sumatera Utara,Dairi,Silahi Sabungan
"",Jawa Timur,Bojonegoro,Margomulyo
"",Sumatera Utara,Pakpak Barat,Pergetteng-Getteng Sengkut
"",Lampung,Lampung Timur,""
JABODETABEK,DKI Jakarta,Jakarta Selatan,Jagakarsa
"",Jawa Timur,Gresik,Driyorejo
"",Kalimantan Barat,Pontianak,Pontianak Kota
"",Jawa Barat,Bandung Barat,Lembang
"",Jawa Barat,Bogor Kabupaten,Ciomas
"",Jawa Barat,Bekasi Kota,Rawalumbu
Bandung Raya,Jawa Barat,Bandung Kota,Sukasari
"",Jawa Barat,Garut,Cikajang
JABODETABEK,Jawa Barat,Bekasi,Tarumajaya
"",Jawa Barat,Bandung Kota,Astanaanyar
"",Sumatera Barat,Tanah Datar,Lima Kaum
JABODETABEK,DKI Jakarta,Jakarta,Tanah Abang
"",Jawa Tengah,Karanganyar,Karangpandan
JABODETABEK,Banten,Tangerang Kabupaten,Pakuhaji
"",Lampung,Lampung Tengah,Bumi Ratu Nuban
Bandung Raya,Jawa Barat,Bandung Kabupaten,Dayeuhkolot
"",Banten,Tangerang Kabupaten,Legok
"",Jawa Timur,Lamongan,Deket
"",Sumatera Selatan,Palembang,Bukit Kecil
JABODETABEK,DKI Jakarta,Jakarta,Pancoran
"",Jawa Tengah,Sukoharjo,Gatak
Pusat Ibu Kota Nusantara,Kalimantan Timur,Penajam Paser Utara,""
"",Jawa Tengah,Klaten,Bayat
"",Jawa Tengah,Banjarnegara,Pandanarum
"",Nusa Tenggara Timur,Manggarai Barat,Komodo
"",Jawa Tengah,Purworejo,Kemiri
"",Jawa Timur,Madiun Kabupaten,Jiwan
"",Jawa Tengah,Pemalang,Pemalang
"",Papua,Jayapura Kota,Jayapura Selatan
"",Jawa Timur,Tulungagung,Sendang
"",Jawa Timur,Tulungagung,Ngantru
"",Jawa Barat,Sumedang,Ujung Jaya
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Tanjungsari
"",Jambi,Muaro Jambi,Kumpeh Ulu
"",Jawa Timur,Jombang,Kesamben
"",Jawa Timur,Gresik,Sidayu
"",Jawa Barat,Majalengka,Jatitujuh
"",Banten,Cilegon,Grogol
"",Nusa Tenggara Barat,Lombok Barat,Lembar
"",Jawa Timur,Bojonegoro,Tambakrejo
"",Sulawesi Selatan,Parepare,Soreang
"",Jawa Barat,Sumedang,Paseh
"",Jawa Barat,Ciamis,Cisaga
"",Kalimantan Timur,Paser,""
"",Jawa Barat,Cirebon Kabupaten,Gunung Jati
"",Nusa Tenggara Barat,Lombok Tengah,Janapria
"",Banten,Serang,Ciomas
"",Jawa Timur,Sidoarjo,Gedangan
"",Bali,Gianyar,Tegallalang
"",Jawa Timur,Jember,Kaliwates
"",Jawa Timur,Mojokerto Kabupaten,Mojosari
JABODETABEK,DKI Jakarta,Jakarta Barat,Tamansari
"",Jawa Barat,Subang,Jalan Cagak
"",Jawa Barat,Bogor Kabupaten,Sukaraja
"",Jawa Tengah,Blora,Jepon
"",Jawa Timur,Malang Kabupaten,Jabung
"",Jawa Tengah,Magelang Kota,Magelang Tengah
"",Jawa Tengah,Rembang,Kaliori
"",Daerah Istimewa Yogyakarta,Kulon Progo,Sentolo
"",Sumatera Selatan,Lahat,Lahat Selatan
"",Aceh,Aceh Barat,Arongan Lambalek
JABODETABEK,Jawa Barat,Bogor,Citeureup
JABODETABEK,Jawa Barat,Bogor Kabupaten,Parung Panjang
"",Sulawesi Selatan,Takalar,Galesong
"",Nusa Tenggara Timur,Sumba Tengah,""
"",Jawa Timur,Nganjuk,Berbek
"",Riau,Indragiri Hulu,""
"",Sumatera Utara,Serdang Bedagai,Perbaungan
"",Jawa Timur,Jombang,Bandar Kedung Mulyo
"",Sumatera Selatan,Ogan Komering Ilir,Kota Kayu Agung
"",Sumatera Barat,Solok,""
"",Jawa Barat,Garut,Peundeuy
"",Kepulauan Riau,Batam,""
"",Jawa Tengah,Brebes,Wanasari
"",Nusa Tenggara Timur,Malaka,Botin Leobele
"",Jawa Barat,Indramayu,Patrol
"",Jawa Timur,Ngawi,Padas
"",Jawa Timur,Jember,Sukowono
"",Lampung,Lampung Selatan,Palas
"",Sumatera Utara,Simalungun,""
"",Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban
"",Sumatera Barat,Bukittinggi,Aur Birugo Tigo Baleh
JABODETABEK,Jawa Barat,Depok,Cipayung
"",Sulawesi Selatan,Gowa,""
"",Jawa Barat,Bandung Kota,Bandung Kulon
JABODETABEK,Jawa Barat,Depok,Sukma Jaya
"",Sumatera Selatan,Palembang,Ilir Timur Tiga
JABODETABEK,Banten,Tangerang Kabupaten,Pasar Kemis
"",Banten,Tangerang Kabupaten,Cisoka
Bandung Raya,Jawa Barat,Bandung Barat,Saguling
"",Jawa Barat,Kuningan,Maleber
"",Banten,Tangerang Kabupaten,Jayanti
"",Jawa Tengah,Klaten,Tulung
"",Kalimantan Timur,Kutai Kartanegara,Tenggarong
"",Banten,Pandeglang,Panimbang
"",Jawa Tengah,Demak,Demak
Bandung Raya,Jawa Barat,Bandung,Panyileukan
JABODETABEK,Jawa Barat,Bogor,Cileungsi
"",Jawa Barat,Majalengka,Rajagaluh
"",Sulawesi Tengah,Palu,Palu Timur
"",Jawa Tengah,Wonosobo,Wonosobo
JABODETABEK,Banten,Tangerang Kabupaten,Mauk
Bandung Raya,Jawa Barat,Bandung,Cibiru
"",Sulawesi Tenggara,Konawe,Uepai
"",Jawa Tengah,Pati,Tambakromo
"",Jawa Tengah,Brebes,Larangan
"",Jawa Timur,Jember,Kencong
"",Banten,Serang,Ciruas
"",Kalimantan Timur,Kutai Kartanegara,Anggana
"",Banten,Serang Kabupaten,Tanara
"",Jambi,Tanjung Jabung Timur,Mendahara Ulu
"",Kalimantan Selatan,Balangan,Batu Mandi
"",Jawa Timur,Tulungagung,Campur Darat
"",Jawa Timur,Jember,Balung
"",Jawa Barat,Cirebon Kabupaten,Pabuaran
"",Jawa Barat,Tasikmalaya Kabupaten,Pancatengah
"",Jambi,Tanjung Jabung Barat,""
"",Jawa Timur,Surabaya,Sambikerep
"",DKI Jakarta,Jakarta Utara,Kelapa Gading
"",DKI Jakarta,Jakarta Timur,Pulo Gadung
"",Jawa Barat,Bandung Kabupaten,Cilengkrang
"",Jawa Barat,Bandung Kota,Bojongloa Kidul
"",Sulawesi Selatan,Makassar,Panakkukang
"",Sumatera Utara,Deli Serdang,Lubuk Pakam
JABODETABEK,DKI Jakarta,Jakarta,Kebayoran Lama
"",Jawa Timur,Lumajang,Rowokangkung
"",Kalimantan Selatan,Banjar,Cempaka
"",Jawa Tengah,Karanganyar,""
"",Sulawesi Selatan,Bulukumba,Gantarang
Bandung Raya,Jawa Barat,Bandung,Andir
"",Jawa Barat,Kuningan,Mandirancan
"",Sulawesi Selatan,Enrekang,""
"",Jawa Timur,Lamongan,Sarirejo
"",Jawa Timur,Blitar Kabupaten,Panggungrejo
"",Jawa Timur,Bangkalan,Sepulu
"",Bengkulu,Bengkulu Selatan,Pinoraya
"",Daerah Istimewa Yogyakarta,Bantul,""
"",Sumatera Selatan,Palembang,Alang Alang Lebar
"",Jawa Barat,Depok,Cilodong
"",Lampung,Bandar Lampung,Teluk Betung Utara
"",Jawa Barat,Bandung Kota,Rancasari
"",DKI Jakarta,Jakarta Timur,Kramat Jati
"",Sulawesi Selatan,Maros,Marusu
"",Jawa Timur,Lamongan,Brondong
"",Jawa Timur,Jember,Ajung
"",Jawa Barat,Bekasi Kabupaten,Tambelang
"",Jawa Tengah,Brebes,Bulakamba
"",Sumatera Selatan,Ogan Komering Ulu Selatan,Warkuk Ranau Selatan
"",Sumatera Utara,Toba Samosir,Ajibata
"",Jawa Timur,Tuban,Jatirogo
"",Sumatera Barat,Lima Puluh Kota,Harau
Bandung Raya,Jawa Barat,Bandung,Babakan Ciparay
Bandung Raya,Jawa Barat,Bandung,Cibeunying Kaler
"",Sulawesi Selatan,Maros,Maros Baru
"",Sumatera Selatan,Musi Rawas,""
"",Jawa Tengah,Pati,""
JABODETABEK,Jawa Barat,Bogor Kabupaten,Cileungsi
"",DKI Jakarta,Jakarta Selatan,Jagakarsa
"",Jawa Barat,Bandung Kota,Antapani
JABODETABEK,Jawa Barat,Bogor Kabupaten,Dramaga
"",Nusa Tenggara Barat,Dompu,Hu'u
JABODETABEK,Banten,Tangerang,""
"",Jawa Timur,Banyuwangi,Srono
"",Sulawesi Selatan,Makassar,Wajo
"",Jawa Tengah,Purworejo,Bagelen
"",Jawa Barat,Indramayu,Jatibarang
"",Aceh,Banda Aceh,Ulee Kareng
"",Daerah Istimewa Yogyakarta,Bantul,Kretek
"",Jawa Timur,Tuban,Bancar
"",Jawa Tengah,Purbalingga,Mrebet
"",Jawa Timur,Blitar Kabupaten,Kademangan
"",Jawa Barat,Tasikmalaya Kabupaten,Padakembang
"",Aceh,Banda Aceh,Meuraxa
"",Sulawesi Utara,Manado,Tikala
"",Banten,Tangerang Kabupaten,Kronjo
"",Jawa Barat,Sukabumi Kabupaten,Warung Kiara
"",Nusa Tenggara Barat,Lombok Tengah,Kopang
"",Jawa Tengah,Jepara,Nalumsari
"",Jawa Timur,Sampang,Ketapang
"",Jawa Timur,Tulungagung,Ngunut
"",Sulawesi Tenggara,Bau-Bau,Wolio
"",Jawa Tengah,Purbalingga,Karangreja
"",Sulawesi Selatan,Palopo,Wara
"",Riau,Rokan Hulu,Rambah
"",Jawa Barat,Cirebon Kabupaten,Karangsembung
"",Lampung,Tanggamus,Kota Agung Timur
"",Papua Barat,Teluk Bintuni,""
"",Banten,Lebak,Cilograng
"",Sulawesi Tenggara,Kendari,Wua-Wua
"",Jawa Barat,Ciamis,Banjarsari
"",Sumatera Barat,Lima Puluh Kota,Akabiluru
"",Jawa Timur,Surabaya,Genteng
"",Jawa Barat,Bogor Kabupaten,Dramaga
"",DKI Jakarta,Jakarta Utara,Tanjung Priok
"",DKI Jakarta,Jakarta Barat,Palmerah
"",Nusa Tenggara Barat,Lombok Barat,Batu Layar
"",Sumatera Selatan,Palembang,Ilir Timur I
"",Jawa Barat,Bekasi Kabupaten,Serang Baru
"",Jawa Barat,Bandung Kota,Bandung Wetan
"",Jawa Barat,Cianjur,Sukaresmi
"",Jawa Barat,"",Cikarang Barat
"",Jawa Timur,Madiun,""
"",Jawa Barat,Bekasi Kabupaten,Bojongmangu
JABODETABEK,Jawa Barat,Bekasi,Mustikajaya
"",Jawa Barat,Purwakarta,Bungursari
"",Jawa Timur,Malang,Sukun
JABODETABEK,Jawa Barat,Bekasi,Cikarang Selatan
"",Jawa Timur,Tuban,Widang
"",Jawa Tengah,Sragen,Kaliambe
"",Jawa Tengah,Magelang Kabupaten,Tempuran
"",Jawa Timur,Malang Kabupaten,Sumber Pucung
"",Jawa Tengah,Brebes,Jatibarang
"",Kalimantan Tengah,Palangka Raya,""
"",Kalimantan Barat,Pontianak,Pontianak Barat
"",Jawa Tengah,Cilacap,Maos
"",Jawa Tengah,Jepara,Kedung
"",Jawa Timur,Blitar Kabupaten,Nglegok
"",Jawa Tengah,Sragen,Mondokan
JABODETABEK,DKI Jakarta,Jakarta Utara,""
"",Banten,Lebak,""
"",Jawa Barat,Sukabumi Kabupaten,Lengkong
"",Sulawesi Tenggara,Kendari,Mandonga
"",Sumatera Utara,Toba Samosir,Laguboti
"",Nusa Tenggara Timur,Sumba Barat Daya,Kodi Utara
"",Jawa Timur,Bondowoso,Wonosari
"",Nusa Tenggara Barat,Lombok Timur,Selong
JABODETABEK,Jawa Barat,Depok,Sawangan
Bandung Raya,Jawa Barat,Bandung Barat,Lembang
"",Jawa Barat,Bandung Kota,Sukajadi
"",Jawa Timur,Surabaya,Pakal
JABODETABEK,Jawa Barat,Bogor Kabupaten,Caringin
"",Daerah Istimewa Yogyakarta,Yogyakarta,Mantrijeron
"",Jawa Barat,Majalengka,Majalengka
"",Jawa Timur,Mojokerto Kabupaten,Ngoro
"",Jawa Timur,Jombang,Jogo Roto
"",Bali,Jembrana,Jembrana
"",Jawa Barat,Bekasi Kabupaten,Cibarusah
"",Jawa Timur,Gresik,Wringinanom
"",Jawa Tengah,Banyumas,Patikraja
"",Jawa Timur,Gresik,""
"",Sumatera Selatan,Palembang,Sematang Borang
"",Kalimantan Tengah,Kotawaringin Timur,Mentawa Baru/Ketapang
"",Lampung,Metro,Metro Barat
"",Jawa Timur,Bangkalan,Labang
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Purwosari
"",Jawa Timur,Bangkalan,Tanjungbumi
"",Aceh,Aceh Besar,Baitussalam
"",Sumatera Barat,Kepulauan Mentawai,""
"",Sulawesi Tengah,Tolitoli,Galang
"",Jawa Timur,Magetan,Sukomoro
"",Sumatera Utara,Deli Serdang,Pagar Merbau
"",Jawa Tengah,Magelang,Mertoyudan
"",Banten,Tangerang Selatan,Pamulang
"",Jawa Timur,Malang Kabupaten,Ngajum
"",Jawa Timur,Gresik,Kebomas
"",Daerah Istimewa Yogyakarta,Sleman,Berbah
"",Jawa Tengah,Surakarta,Laweyan
"",Jawa Tengah,Semarang Kota,Semarang Selatan
JABODETABEK,Jawa Barat,Depok,Sukmajaya
"",Jawa Barat,Sukabumi Kabupaten,Sukaraja
"",Jawa Timur,Nganjuk,Wilangan
"",Banten,Tangerang Kabupaten,Sepatan
"",Bali,Buleleng,Busungbiu
"",Jawa Timur,Bondowoso,Tenggarang
"",Sumatera Utara,Tebingtinggi,Tebing Tinggi Kota
"",Sulawesi Selatan,Wajo,Penrang
"",Jawa Tengah,Kendal,Gemuh
"",Sulawesi Utara,Manado,Sario
"",Jawa Tengah,Cilacap,Cilacap Tengah
Bandung Raya,Jawa Barat,Bandung Kabupaten,Cikancung
"",Bengkulu,Bengkulu,Gading Cempaka
"",Jawa Tengah,Semarang,Semarang Barat
"",Jawa Barat,Sukabumi Kabupaten,Sagaranten
"",Lampung,Pesisir Barat,Pulau Pisang
"",Daerah Istimewa Yogyakarta,Kulon Progo,Lendah
"",Bali,Gianyar,""
"",Kepulauan Bangka Belitung,Pangkalpinang,Bukit Intan
"",Jawa Tengah,Wonosobo,Kalibawang
"",Bengkulu,Bengkulu,Singaran Pati
JABODETABEK,Banten,Tangerang,Periuk
"",Lampung,Lampung Selatan,Merbau Mataram
"",Banten,Tangerang Kota,Karang Tengah
JABODETABEK,Jawa Barat,Bogor Kota,Tanah Sereal
"",Jawa Barat,Indramayu,Indramayu
"",Sumatera Utara,Medan,Medan Petisah
"",Jawa Barat,Bandung Kabupaten,Ibun
"",Jawa Tengah,Banyumas,Baturraden
"",Daerah Istimewa Yogyakarta,Yogyakarta,Jetis
"",Bali,Tabanan,Baturiti
"",Bali,Buleleng,Banjar
"",Nusa Tenggara Timur,Kota Kupang,Oebobo
"",Jawa Barat,Indramayu,Arahan
"",Sulawesi Barat,Mamuju,Mamuju
JABODETABEK,DKI Jakarta,Jakarta,Tebet
"",Papua Barat,Manokwari,Manokwari Barat
"",Jawa Timur,Pasuruan,Pandaan
"",Jawa Timur,Malang Kabupaten,Sumbermanjing
"",Jawa Tengah,Cilacap,Wanareja
"",Jawa Tengah,Banyumas,Ajibarang
"",Lampung,Pesisir Barat,Krui Selatan
"",Aceh,Aceh Besar,Darussalam
"",Maluku Utara,Halmahera Utara,""
"",Jawa Timur,Pasuruan,Bangil
"",Jawa Timur,Probolinggo,Mayangan
"",Sumatera Utara,Karo,Merek
"",Sumatera Utara,Labuhanbatu,Rantau Selatan
"",Gorontalo,Bone Bolango,Kabila Bone
"",Kepulauan Riau,Tanjungpinang,Bukit Bestari
"",Jawa Timur,Surabaya,Kenjeran
JABODETABEK,DKI Jakarta,Jakarta Barat,Kalideres
JABODETABEK,Jawa Barat,Bogor Kabupaten,Rumpin
"",Banten,Tangerang Kabupaten,Panongan
"",Jawa Timur,Mojokerto Kabupaten,Bangsal
JABODETABEK,Jawa Barat,Bekasi,Cikarang Pusat
"",Banten,Cilegon,Jombang
"",Jawa Tengah,Semarang Kabupaten,Ungaran Barat
"",Lampung,Lampung Selatan,Bakauheni
"",Sulawesi Selatan,Gowa,Somba Opu
"",Jawa Tengah,Klaten,Karangdowo
"",Jawa Timur,Malang Kabupaten,Ngantang
"",Jawa Barat,Banjar,Banjar
"",Jawa Barat,Garut,Kadungora
JABODETABEK,Banten,Tangerang,Serpong Utara
JABODETABEK,DKI Jakarta,Jakarta Selatan,""
"",Bengkulu,Seluma,""
"",Jawa Barat,Majalengka,Maja
"",Jawa Barat,Sukabumi Kabupaten,Ciambar
"",Sumatera Selatan,Banyu Asin,Betung
"",Jawa Tengah,Boyolali,Musuk
"",Lampung,Lampung Selatan,Katibung
"",Bengkulu,Bengkulu,Ratu Agung
Bandung Raya,Jawa Barat,Bandung Barat,Cipeundeuy
"",Kalimantan Barat,Bengkayang,Sungai Raya
"",Jawa Tengah,Karanganyar,Jatiyoso
"",Lampung,Lampung Utara,Sungkai Utara
"",DKI Jakarta,Jakarta,Kembangan
"",Jawa Tengah,Demak,Karanganyar
"",Jawa Barat,Majalengka,Dawuan
"",Riau,Dumai,Dumai Barat
"",Sumatera Barat,Payakumbuh,Payakumbuh Selatan
"",Jawa Timur,Surabaya,Lakarsantri
Bandung Raya,Jawa Barat,Bandung Kabupaten,Margahayu
Bandung Raya,Jawa Barat,Bandung Kabupaten,Arjasari
"",Jawa Timur,Jember,Sumbersari
Bandung Raya,Jawa Barat,Bandung Kota,Cidadap
"",Daerah Istimewa Yogyakarta,Yogyakarta,Umbulharjo
"",Jawa Barat,Bekasi Kabupaten,Tambun Utara
"",Jawa Timur,Sidoarjo,Krembung
JABODETABEK,Jawa Barat,Bekasi,Tambun Utara
"",Bali,Karangasem,Karangasem
"",Jawa Tengah,Demak,Kebonagung
"",Jawa Timur,Ngawi,Kasreman
Bandung Raya,Jawa Barat,Bandung Barat,Cikalong Wetan
Bandung Raya,Jawa Barat,Bandung,Soreang
JABODETABEK,DKI Jakarta,Jakarta,Pulo Gadung
"",Sulawesi Tengah,Poso,Pamona Barat
"",Banten,Tangerang Kabupaten,Tigaraksa
Bandung Raya,Jawa Barat,Bandung,Cimenyan
"",Daerah Istimewa Yogyakarta,Kulon Progo,Girimulyo
"",Jawa Timur,Magetan,Magetan
"",Jawa Tengah,Banyumas,Kembaran
"",Jawa Timur,Mojokerto Kabupaten,Jatirejo
Bandung Raya,Jawa Barat,Bandung,Ciparay
"",Jawa Tengah,Semarang,Candisari
JABODETABEK,DKI Jakarta,Jakarta,Cipayung
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Tambelang
"",Riau,Rokan Hilir,""
"",Gorontalo,Pohuwato,Paguat
"",Jawa Barat,Majalengka,Panyingkiran
"",Jawa Tengah,Banyumas,Lumbir
Bandung Raya,Jawa Barat,Bandung,Bojongloa Kidul
